,X,Y
0,42.01197459454065,-20.444170589302974
1,43.451001813814344,-20.201258851259656
2,43.391592246319604,-20.290154053617933
3,45.00483883666968,-20.074864044364677
4,45.06414433357863,-19.921530764739767
5,42.47798735378424,-18.97205256051971
6,43.15478182966526,-20.591131610311965
7,42.02585546289733,-21.049800528001487
8,43.299708016212286,-20.514074894105093
9,41.913319594978915,-21.680120972045373
10,43.1440025938251,-19.58956962162671
11,44.90286905940259,-20.2791681069697
12,43.63850358699698,-18.717356827807215
13,43.291834046091985,-20.34803046886001
14,43.190754291282175,-20.471360656384224
15,42.175810741206725,-19.878599785034922
16,33.5446970081392,-39.99850956670525
17,34.132547449404676,-41.00276724006616
18,32.9380496962791,-40.43983034440694
19,34.19094461329302,-39.261312706196065
20,34.23069114609534,-40.95268828108588
21,34.341106780984575,-40.85442781480995
22,33.86809117765869,-39.779891978259236
23,35.16875919126912,-40.5029505603657
24,32.7930553377745,-42.132884233531435
25,33.89916732616666,-41.19637317777294
26,34.62175745801535,-42.34177555163141
27,34.721238404775804,-39.32930388164214
28,31.927813020899134,-41.239540695639995
29,33.17921644505348,-38.885384722329164
30,32.45457549201117,-39.14938413391202
31,33.02124421643705,-40.38028953635484
32,34.39827262707953,-40.1037191877218
33,31.089537176525056,-42.721408386074316
34,34.99588264174315,-41.03580324108789
35,33.63462203079255,-41.199992358241495
36,32.11397981992701,-41.08501123032121
37,34.03801505997042,-41.051623722030925
38,32.539153827939096,-42.15751037546372
39,34.19347631524063,-37.26430945841073
40,41.42051211561164,-27.60752693128971
41,33.86394680111969,-40.38222580947802
42,-8.062249411323798,28.8323279798366
43,-11.61351294883266,32.81589493881357
44,-8.788875465823201,28.673896722507767
45,-7.191041695517831,26.04424794625669
46,-9.052923783151222,27.524635461953192
47,-11.354194005941844,29.903443699870788
48,-9.483680523486976,29.583837084174004
49,-10.02592122315884,30.351692303843695
50,-10.354865654524906,30.532209369641425
51,-6.5519328783614865,25.876837184415468
52,-12.324533746652328,33.55315482494526
53,-9.57768851884029,30.28914696599727
54,-10.652969832653403,28.989779952200788
55,-7.367928835295769,27.53555780380682
56,-9.402114287183446,28.491023109821224
57,-8.669882047950086,30.356126948328374
58,-8.53435300163302,30.267707122648122
59,-10.02172752823451,31.944001142799934
60,-9.220967374288326,29.1521643849057
61,-9.922095551031424,28.968381068470595
62,5.325660103243549,37.09329650548448
63,5.105252991158122,36.77061275324933
64,5.7478681638788025,37.26233564794955
65,5.6656072469691185,38.53408571945864
66,6.205507885259969,39.470331698999985
67,6.474860493765358,38.61120446791142
68,4.323359975608454,41.04592993388035
69,7.483862906678666,36.51397926407048
70,4.1032441417291405,38.19205897615759
71,4.9418804991170076,39.04048042387218
72,4.617002968669005,38.141344698808766
73,8.194983620602201,38.006159449459155
74,2.8380429181669675,41.13115083874026
75,5.563805063974367,38.65403131579768
76,3.6216436497728313,38.54489160322041
77,6.1584401491589515,38.75266280167193
78,4.281501932149437,37.547496280136265
79,5.786236627432803,36.529892556266525
80,3.9585408809579294,37.408738213789434
81,-33.16846846332367,-4.885182118995933
82,-33.00258393784666,-3.208482876284292
83,-53.15151842979237,4.142557069745311
84,-33.87867709804828,-4.150878981831684
85,-45.1854204086067,-6.58293842821435
86,-31.940295407518224,-2.151642255769741
87,-31.095046217963844,-1.532109179884676
88,-48.17330098029458,6.595345427399099
89,-29.365811825567388,-1.9060284541744579
90,-36.82690924021852,-9.290619174061968
91,-49.07709182900921,4.8104245719479035
92,-45.14109020447747,-7.707111344133439
93,-45.67606326315598,-5.13385569127085
94,-31.166341713203188,-2.7630545868836847
95,-28.78928786008039,-5.24819279414297
96,-49.027517826890794,6.310832049576724
97,-32.02247439592942,-2.5272886946283326
98,-27.364104159093767,4.197896993547494
99,-30.078232228087725,0.7933501855864707
100,-46.47787299910315,11.080211586625488
101,-50.048081954657896,5.074165184523661
102,-31.90600973656205,-4.161901811231234
103,-28.809998276978714,2.974531115394226
104,-47.58336126511456,7.998143115455565
105,-38.432505139668685,13.295648965634124
106,-31.36695112848014,0.36848714773811486
107,-31.242347885805597,-0.6232949686384349
108,-48.121420022061024,9.377437875061306
109,-31.592508135050064,-0.419355192218081
110,-37.16890033499502,12.505365796776045
111,-48.07673800402061,8.677531434763944
112,-45.25333628204006,-5.94483346906442
113,-37.91972682268843,12.939925529849761
114,-30.064696361449727,-0.15291468283851703
115,-45.190945211294284,-3.5925046759805697
116,-46.48940881845435,-8.906062437596784
117,-30.004852482689216,0.6728152692793101
118,-27.84323610842245,2.1377460564160007
119,-37.960043027235216,15.078776738142453
